	title	text	travel_date	rating	location
459	Gezinti	İş sebebiyle gittiğim göreme'de gezelim dedik çok güzel yerlerde bulunduk milli parkta bunlardan bir tanesi de çok güzel bir yer insanlar gidip görmeli	2018-08	5	3
460	Muhteşem	Kesinlikle görülmeli, sadece Peri bacası göreceğimi sanıyordum, fakat gidince farkettim ki buranın ana teması kiliseler, şapeller ve kaya mezarları. Muhteşem bir doğası var, yalnız gitmeden yanınıza suyunuzu almalısınız, çünkü markette elli kuruşa satılan su burada altı lira, bir de hediyelik eşya satan mağazada Kapadokya baskılı bez çantalar var, bez çanta seviyorsanız onu almalısınız, çünkü Ürgüp, Avanos, Göreme Yani başka hiç bir yerde o kadar iyi Kapadokya temalı bez çanta göremedim. Hatta gittiğimiz dükkanlarda çantayı nerden be kaça aldığımızı soran esnaflar oldu :))	2018-08	5	3
461	Gezi	Çok güzel gezilmesi gereken bir yer tarihi dokusu çok dikkat çekici çok farklı tarihe şahitlik etmek	2018-08	5	3
462	Taştan kilise	Duvardaki işlemeler . Mezardaki iskelet orjinallik mükemmel gidip görün kesinlikle tavsiye kesinlikle	2018-07	5	3
463	Olağanüstü bir mekan	Oldukça egzotik, bir o kadar da tarihin içine yolculuk yapılabilecek tabiat harikası yerler. Tabiatın bu mekana mahsus olan özelliklerini gelim görmemek ne kadar büyük bir eksiklikmiş. Bunu ancak buraya gelince farkedilir.	2018-08	5	3
464	Goreme	Peri bacaları çok enterasan ve oldukça etkileyici bir güzellik ayrıca yakın çevredeki kaymaklı ve derinkuyu yer altı şehirleri mutlaka ziyaret edilmeli akşam yapılan atv turları güzel ama yanınıza mutlaka toz gözlüğü alınmadı gerekir.	2018-07	5	3
465	Yorulduğumuza değmedi.	Çok da abartmamak lazım. Sadece fotoğraf çekmek için gidiliyor. Başka hiçbir amacı yok. Fotoğraf için de değmez onca zahmete.	2018-07	2	3
466	fantastik	eşsiz bir bölge. ne zaman gitsem sanki harikalar diyarında gibiyim. iyi hissettiriyor ve hiç sıkılmadan daha defalarca gidebilirim.	2018-07	5	3
467	Keyifli bir gezi	geçtiğimiz hafta sonu oradaydık. Gezerken göreceksiniz tarihi kalıntılar, kiliseler, şapeller, güzel tarihi bir manzara var.Gidilmesi tavsiye edilir.	2018-07	4	3
468	Milli park	Temiz ozenli bir yer kesinlikle gidip gorunmesi gereken bir yer zaman ayirin en az 1 saat karanlik kiliseye giris extra ucretli 10₺ haberiniz olsun	2018-07	5	3
469	35 Yıldır Müslümanım, Ömrüm Boyunca Gezmediğim Cami Kadar, Bir Günde Onlarca Kilise Gezdim	Kapadokya ya da Peribacaları denilince aklımızda canlanan o eşsiz manzaralara en yakın olan yer burası. Giriş ücreti 30 TL. Giriş kapısının tam karşısında ücretsiz otopark var. Açık Hava Müzesinin içerisinde irili ufaklı onlarca kilise var. Göremeye kadar geldiyseniz muhakkak görmeden gitmeyin derim.	2018-07	4	3
470	Harika	Göreme'de mutlaka gidilmesi gereken, UNESCO Dünya Miras Listesi'ne girmiş tarih kokan yerlerden biri. Kendi aracınızla gidiyorsanız, kesinlikle otopark sıkıntısıyla karşılaşacaksınız.Şapkasız ve güneş koruyucu olmadan, rahat kıyafetlerle gitmelisiniz. Giriş yaptığınızda bölgeyi anlatan bir rehbere denk gelirseniz mutlaka peşine takılın :) Dinlemesi ve öğrenmesi oldukça keyifli anılar biriktiriyorsunuz.	2018-07	5	3
471	Bol turistli ve turistik yer	Girişte ki yere otopark uzak olmasından dolayı biraz daha fazla yoruluyor insan. Giriş ücretli lakin 1 yıllık müze kart alınırsa isteğin yere istediğin kadar gezi yapabilirsiniz. Kesinlikle aç ve yorgun halde gezilecek yer değil. Eski kiliseler ve şapeller mevcuttur. Resim çizim kemik gibi unsurlar var. Bu bölgedeki birçok yerden bir tanesi de Göreme milli parkıdır. Coğrafi yapısından ötürü doğal ve oyulmuş kayalar gözünüze çok çarpacaktır.	2018-07	5	3
472	İdare eder	Göreme de gidilmesi gereken bir yer.en bilinen yer.ozellikle yabanci turist ler çok ilgi gösteriyor.giris ücretli kesinlikle müze kartı alin.bir dene boyunca müzeleri bedava grzersinix.	2018-07	3	3
473	Nevşehir’e İlk Adim	Bir gunde koca bolgeyi gezmeyi goze almis olan gezginlere ithafen yazilmistir. Binlerce yillik bolge tarihine yakışacak uzun bir yazi oldu :)1. Kapadokya tarihi acisindan belki de talihsiz bir bolgeye kurulmuş. Dogusunda Persler batisinda ise İon-Yunan devletleri arasinda sıkısmış yani birinin digerine olan seferinde hep arada kalmış. Belki de bu talihsizlik onlari kayalarin icinde gizli olarak yasamaya itmiş, bizlere de bu insan emegini ve dogal güzellikleri izlemek kalmış.2. Bu tarihi mirasa bugunkilerin nasil sahip ciktigina gelecek olursak, tatmin edici bir bakim bolgenin genelinde mevcut. Kayalara oyulan Butik otellerin cazibesi butun kentlere gayet hoş bir hava katmış. Restorasyonlarda ise kentlerin dokusu korunmuş. Hafta ici yapacaginiz ziyaretlerde neredeyse hic otopark sıkıntısı da yasamadan heryeri gezebiliriniz. Hediyelik vs gibi durumlarda ise ilk gördüğünüz yerden degil de biraz dolaşarak alışveriş yapmanız butcenize yardimci olacaktir.3. Batidan Uçhisar tarafından Kapadokyaya ilk adimimizi atiyoruz. Oncelikle kente girerken bolgeye ozgu kaya sekillerinin oldugu bir vadi dikkatimizi cekiyor, bir taraftan da Uçhisar kalesinin ilginc yapisi gözümüzün önüne seriliyor. Arabadan inip vadiye bir goz atip Guvercinler vadisi olduğunu anliyoruz. İlk hayranlik ve şaşkınlık uzerimizde iken az ileride arabayi birakip yuruyerek kaleye dogru cikiyoruz. Gayet ilginc bu mimariyi izleyerek ve anlamaya çalışarak kalenin tepesine kadar tirmanip panoramik olarak Uçhisar bolgesini seyrediyoruz, evet Kapadokya’dayiz :) Kaleden inip geri arabaya donerken hediyelik esyalar satan bir dukkanin kocaman bir gizli magaraya sahip oldugunu ogrenip oraya da bir goz atiyoruz. Kent icinde gezinip arabaya ulastiktan sonra Goremeye dogru tekrar yola cikiyoruz.4. Goremeye girmeden once panoramik bir izleme noktasindan o meshur manzarayi izleyip fotograf cekiyoruz ve Goreme sehir merkezinde arabadan inmeden kisa bir sure geziniyoruz ve Asiklar tepesi denilen sehri izleme noktasina cikacak sekilde arabayi park edip sehir icindeki evleri kaya ici konak ve butik otelleri izleye izleye tepeye cikiyoruz ve yine baska bir şahane manzarayla karsilasiyoruz. Goreme sokaklari nispeten dar oldugu icin tepeye cikmak icin arabayi sehir merkezinde birakiyoruz ve biraz fazla yurumek zorunda kaliyoruz. Kaleye yakin bir yere araba birakabilirseniz daha az yürüyebilirsiniz tabi ama yine de yürüyüp tepeye tirmanmak ayri bir guzeldi.5. Goremede tabelalari takip ederek Acik hava muzesine giriyoruz. Tam muze girisinde ucretsiz bir otopark mevcut. Muze kart ile giris yapmak ücretsiz. Anladigim kadariyla doneminin dini merkezi imis bu bolge. Kayalara oyulmus gayet duzenli ve nizami bir sehir mimarisine sahip kiliseler silsilesinden oluşmuş. İzlerken muhtemelen nasil yapmislar buralari yaa diye diye dolasacaksiniz.6. Goremeden cikip yemek yemek icin Ürgüp’e sogru tekrar yola cikiyoruz, yol ustunde Ucguzeller adindaki Kapadokya’nin simgesi olan peri bacalarini kisa bir gorup yola devam ediyoruz. Urgup merkezdeki Sukurogullari restoraninda yemek yiyoruz, Konak seklinde insa edilmis, teras katinin tabani camdan yapilmis bir mekan, farkli bi havasi var. Ayrica gayet guzel bir manzaraya da sahip, bir tarafi sehire bir tarafi da tarihi yapilara bakmakta. Fiyatlar ortalamanin uzerinde ama Tavsiye edilir 👍🏻7. Hafif bir yorgunluk ve sicaklik cokmeye baslamasina ragmen yola devam ediyoruz dolayısıyla SAPKA veya ŞEMSİYESİZ gezmemek lazim, tum Japon misafirler ellerinde semsiyeyle dolasmakta :) neredeyse kışın bile bu kadar semsiyeli insani bir arada goremezsiniz :)8. Ürgüp’ün ust kisimlarindaki eski sehri arabadan izleyerek Zelve antik sehrine dogru yol aliyoruz. Yol ustunde Hayal vadisi denilen bolgeyi araban inmeden izliyoruz malum sicaklardan dolayi. En son Zelve’ye varip muzeye kart ile giriyoruz. Gizli bir tarihi kent karsiliyor bizi, iki vadinin birlesiminden oluşan bir kent. İsin garibi turistler tarafindan cok ragabet goren bir yer olmamasina ragmen ömrünüzde gorebileceginiz en farkli yerlerden biri. Kayalara oyulmus kocaman muazzam bir sehir. 9. Artik sicaklar iyice artiyor ve sona en merak ettigimiz yeri bırakıyoruz: Derinkuyu yeraltı sehri. Sona birakmamizin guzel tarafi en sicak anlarda yeralti sehrinin insani üşütecek kadar serin olacak olması :) Yeraltı sehrine giderken yol ustundeki  Pasabagini yine arabadan izliyoruz. Nihayet yaklasik 40km gittikten sonra yeraltı sehrine ulaşıyoruz, kart ile muzeye girdikten sonra ömürlük bir yapi ile başbaşa kaliyoruz. Efsane bir mekan anlatilmaz yasanir 👍🏻10. Artik hevesimizi alip tekrar batiya dogru geri dönüyoruz, gormeden donmeyelim diyerek bir de Ihlara vadisine ugruyoruz :) aslinda 4-5 saat vakit gecirilecek bir milli park olmasina rağmen biz dogal olusumunu ve manzarasini gormek icin vadiye giriyoruz. Vadiye giris ucreti 3₺ odeyip ayrica kart ile giris yapiyoruz. Depremlerle toprak yarilmis ve ayrilmis, disaridan gorulmesi neredeyse imkansız olan bir orman meydana gelmiş. Seyri doyumsuz bir park, tam vadiye inmeden ağzımıza bir parmak bal çalar gibi kisa bir izlemeden sonra uzun ve yorucu gezimizi tamamliyoruz.11. Uçhisar-Goreme-Ürgüp-Zelve aralari ortama 15er dakika civarinda dolayisiyla ulasimi kolay. Dikkat edilmesi gereken mümkünse yazin gezmemek veya yagmurlu bir gune denk gelmemek. Vakit musaitse ilk veya sonbaharda bolgeyi gezmek daha keyifli olur. En azindan bulutlu bir günü denk getirmek şahane olur. Yeralti sehrini en sicak zamana birakip acik alanlari gunes tepeye cikmadan bitirmek gerekir. Sapka, spor ayakkabi, terletmeyecek kiyafetler ise olmazsa olmazlardan. Vakit ve enerji planlmasindan dolayi Avanostaki kil comlekcilerini ziyaret edemedik, bu da icimizde bir uhde olarak kaldi. Yazim bitti, söz savunmanin :)	2018-07	5	3
474	Dağa harikasi	Ailem ve akrabalarımla güzel bir gezi yapalım dedim gün boyu doğal güzellikleri doya doya seyretmedim bana çok iyi geldi tavsiye ederim	2018-07	5	3
475	Mağara keşfi	Çok güzel bir yürüyüş yeri.Her havada gezilecek bir yer.kendinizi taş devrine ziynete gitmiş gibi hissedebiliyorum ☺️	2018-07	5	3
476	Tarihi ywrler	Buram buram tarih kokan bir yer kesinlikle girip görülmesi gerekiyor. İçerisinde birçok vadi ve Kilis'i mevcut. Burası unesco dünya miraslar listesindedir.	2018-04	5	3
477	Mutlaka Görülmesi gereken yerler	Medeniyetin, tarihin ve doğa güzelliklerinin beşiği... Rehber eşliğinde gezilmesi gereken bir yer...	2018-06	5	3
478	Görülmesi gereken yerlere ekleyin!	Ülkemizin güzel yerlerinden,kapadokya yöresinde en eski yerleşim olan yerlerden biri. Öğretmen ve öğrenciler indirimli müze kart çıkarıp görebilirler.	2018-06	5	3
479	Need to see	Görülmeye değer bir yer gerçekten. Alan çok büyük gibi görünse de aslında bir kısmı geziye açık. Bir yerden sonra tüm mağara ve ibadethaneler aynı gelmeye başlıyor ama görmek lazım. Girişte yerel rehberler sizi karşılayıp eşlik etmek istediğini söylüyor ücret karşılığında ama biz çok gerek görmedik. Eğer tarihini gerçekten bilmek istiyorsanız kulaklık veya rehber kullanabilirsiniz...	2018-05	5	3
480	Kapadokya’nın kalbi	Göreme gerçekten Kapadokya’nın kalbi.Gezmeye buradan başlayın.Peri bacalarının doğayla bütünleşmesi burda.Tek olumsuzluk sıcaktı.Bence mayıs ile sonbahar aylarını tercih edin.	2018-06	2	3
481	Dünya mirası	Unesko dünya mirası koruması altında mutlaka görülmesi gereken tarihi mekan . Heryer tarih kokuyor ve mistik bir havası var . Kiliselerdeki resimler mükemmel . Ama büyük bir kısmı tahribata uğramış . Mutlaka yöreye uğrayıp burayı ziyaret etmenizi tavsiye ederim .	2018-06	5	3
482	Goreme uchisar ve avanos	Ilk gün göreme sonra, uchisar  ve avanos gezilebilinir. Her yere minibüsler var taksiler çok pahalı ve gereksiz aslında araç kiralamak daha avantajlı ama sorun deyil heryere minibüsler var önemli olan gittiğimiz yerde bir iki saat geçirin turlara asla binmeyin heryerde yarimsaat  sonra devam mağaraları gezemiyorsunuz .	2018-05	5	3
483	Mutlaka gidin	Muhteşem bir atmosfer ve güzel bir müze.Manzarası harika ve Göreme'ye oldukça yakın.Burayı görmedem Kapadokya'dan ayrılmayın.	2018-06	5	3
484	Hayran kaldım	Yüzyıllardır doğanın ve insanın iç içe evrildiği tarihi dokusunu hiç kaybetmemiş muhteşem bir yer.Arap ve roma istilasından saklanmak için yapılan mağaralarda o günleri sanki yaşıyormuş hissine kapılıyor insan.Küçük kiliseleri mutlaka gezin.Özellikle karanlık kilise muhteşem.Yaz aylarında çok sıcak olduğundan nisan-mayıs eylül-ekim aylarında gezilmesini tavsiye ederim.Son olarak spor kıyafetlerle gezmeniz daha az yorucu olur kanaatindeyim.	2018-05	5	3
485	Muhteşem	çok güzel bir deneyimdi. Karanlık kliseye mutlaka girin. Doğası çevresi ile çok güzel ve etkileyici bir yerdi ama park ve kalabalık sorun	2018-04	5	3
486	Tarih ve Doğa iç içe	Bir çok tarihi mekanı bir arada yürüyerek gezebileceğiniz ve bu muhteşem doğa olumşumlarına hayran kalacağınız bir yer.	2018-04	5	3
487	Doğa ve tarih	Doğa ve tarih sevenleri tek noktada buluşturan adres gerçekten muhteşem çevre düzenlemeleri güzel olmuş gezginlerin işi kolaylaşmış yalnız çıkıştaki Cafe fiyatları gerçekten çok uçuk bir bardak limonata 18 lira olur mu el insaf	2018-04	5	3
488	Millli park	Milli park gerçekten çok keyif verici peribacalarına hayran kaldım gerçekten  herkesin görmesi gereken bir yer	2018-04	4	3
489	Değerli bir tarihi alan	Çok eskilere dayanan ve bugüne gelmiş tarihi bir yer. İnançlar uğruna inşa edilmiş özel bir yer. Görülmesi gerekir.	2018-04	4	3
490	Harika	Goreme milli parkini cok begendik, esim ve kizimla yaklasik 2 saatimizi burada gecirdik, biraz yorucu olsada guzeldi mutlaka gidilmeli. Ucret kisi basi 30 tl cocuklar ucretsiz, kalabalik zamanda otopark bulmak biraz sikintili	2018-04	5	3
491	Görmeyen kalmamalı!	En az yarım gününüzü ayırın ve sindire sindire gezin. Yalnız gürültücü turistler canınızı sıkabilir. İnsanlar sessiz olmaları için girişte uyarılsalar ya da sessizliği teşvik eden işaretler olsa o mistik havayı daha iyi hissedebilirsiniz.O kadar para ödedikten sonra Karanlık Kilise için ayrıca para istenmesi çok kötü, sebep ne olursa olsun. Müzenin Kahvesi'nin de devlet dairesi gibi beşte kapanması çok saçma.	2018-04	5	3
492	tarih ve insalığın birleştirici dinler	tarih ve insalığın birleştirici dinler için birleştirme ötesi hayatlarını feda eden hale gelmesinin örneği ve yaratıcılıkları güzel şekilde ortaya çıkarılmış, park yeri sorunu dışında keyifli bir tarih gezisi	2018-04	4	3
493	Ekstra ücret	Milli parka girdikten sonra Karanlık Kilise için ekstra ücret talep ediyorlar. Yerli ve yabancı turist için yapılan bir ayıp.	2018-04	4	3
494	göreme	nevşehirde doğru düzgün görebileceğiniz ter yer diyebilirim .göreme milli parkını gezin diğer yerleri gezmesenizde olur zaten .	2018-03	5	3
495	Güzel ve özel bir mekan	Göremede gezerken heryer birbirine benzediğinden mekanların güzelliğini pek ayıramıyorsunuz ama me olursa olsun böyle güzel mekanları gezmenizi tavsiye ederim.	2018-03	5	3
496	Kesinlikle ziyaret edilmeli	Göreme merkezden yürüme mesafesinde yer alan milli park, bölgeyi ziyaret ettiğiniz zaman görmeniz gereken yerlerin başında geliyor. Doğal yapıların içine yapılmış kiliseleri gezmek oldukça keyifli.	2018-03	5	3
497	Yeşil Tur Maceramız 😄	"Öncelikle göreme milli parki ve kapadokyaya ben eşim adina konusuyorum ""harikaydi"" 😄 Sonrasinda yeşil tura dahil olduk ve yeni insanlarla tanışma fırsatımız oldu. Bize turda rehberlik eden ""SELİM"" bey ve şoförümüz ""ŞABAN"" beye ne kadar teşekkür etsek azdır. Bizim her sorumuza cevap verdiler ve harika bi gezi deneyimi yaşattılar ☺ tekrar görüşmek dileğiyle ✋😄"	2018-03	5	3
498	Bunlar nasıl yapilmış diyeceksiniz	Ilk önce kesinlikle paraya kıyıp tur ile geli  cünku rehberler size burayı gezdirirken tarihi yerlerin nasil oluştuğu ile bilgi veriyor ki bu gezdıgıniz yer icin cok onemli bir sey bosa gezmemek adina tabikideKotu yani ise muse cafe gercekten ben bu kadar pahali bir yer gormedim havaanlari bile daha ucuz aman diyim icerden  bisey almayin disarda orada olanlar seylerin hepsi var ve cok ucuz 😎	2018-02	4	3
499	doğanın tarihle bütünleşmesi	Doğanın şekillendirdiği bir yaşamın izlerini sürebileceğiniz, uygarlık tarihinde önemli bir yerleşim yeri. Kesinlikle görülmesi gereken bir yer.	2018-01	5	3
500	Göreme Harika milli parl	Daha önce yazın gelmiştim kış ayında kar varken daha güzel mutlaka görmeniz gerekiyor fakat bu kışın soğuk olduğu için taş evlerde kalmayı tercih etmeyin şömine olsa dahi çünkü gerçekten çok soğuk oluyor restorantlar çok fazla var buradaki yorumlardan bakarak tercih edebilirsiniz diye düşünüyorum herkese iyi gezmeler Ürgüp’te legato restorant var hem çok yemekleri iyiemde hizmetleri çok güzel orada mutlaka ziyaret edin	2018-01	5	3
501	Harika	Göreme’de muhakkak görülmesi gereken bir yer. Tüm doğal güzellikleri keşfedebilirsiniz. Kış mevsimi olmasına rağmen oğlumuz ile rahatça gezdik.	2018-01	4	3
502	Süper	Yazin ayri kışın ayri her mevsim ayri guzel kapadokya...eger kucuk cocugunuz varsa bahar aylarini tercih edin...kar kış biraz zorluyor insani...ha birde kar kosullarinda yasayan birileri degilseniz..yola cikmayin ocak ayinda derim...cidden zor bir yolculuktu..kar lastigi zincir..tipi..buzlu yollar...zor oldu gelmek..umarim dönüş daha guzel gecer...bahar gelin tadini cikarin gidin...muhtesem bir şehir....	2018-01	5	3
503	çok güzel	Kapadokya’nın merkezi oldukça güzel bir yer  peribacalarının en yoğun olduğu bölge fakat belediyenin daha çok temizlik yapması lazım ...	2018-01	4	3
504	Muhakkak Görmeli	Uzun uzun yazmaya gerek var mı bilmiyorum ama gerçekten kültürel olarak dolu dolu anlar yaşayacağınız muhteşem bir yer. Biz ocak ayının sonunda geldik karlı bir gecenin sabahında gittik ve doyumsuz manzaralar gördük. Her anı dolu dolu geçen bir yer. Müze kart alın girin bence.	2018-01	5	3
505	Tarihi zenginlik	Girişten itibaren her tarafı görülmeye değer bu yerde güzel anılar biriktirebilirsiniz. Fotoğraf çekmek isteyenlerin güzel enstantaneler yakalayacağı bir yer	2018-01	4	3
506	Fazla beklenti olmadan gidilebilir.	Park alani mevcut. Müze kart gecerli ve calisanlar oldukca ilgililer. Yeralti sehri oldukca etkileyici. Gecitler o kadar dar ki, kilolu kisilerin gecemeyecegini garanti edebilirim. Iceride isaretleri takip edip turu tamamliyorsunuz. Ama cogu zaman yolu kaybedip ayni gecitlerden gecip, labirentteki bir fare gibi dolaniyorsunuz. :)	2022-04	4	4
507	Ürkütücü	Kaymaklı yer altı şehrine, 2 yetişkin 2 çocuk  kalabalık olmayan bir vakitte girdik. Uyarı tabelasında astım, kalp hastalığı, tansiyon hastalığı olanlar girmesin yazıyor. Bende Hiçbiri yok, klostrofobi de yok. Ancak içerde çok dar yerler var, hem enine hem boyuna çok dar yerler. Kendimi çok kötü hissettim, çığlık atıp çıkmak kaçmak istedim. Kısa tuttuk hemen çıktık. Eşimde aynısı hissetmiş. Ama çocuklarım olduğundan yapamadım. Çocuklar mutluydu.Girerken iyi düşünün derim.	2022-04	2	4
508	sadece bir kısmı keşfedilmiş	sadece bir kısmi ve bazı katları keşfedilerek ziyarete açılan bu yeraltı şehri dünyadaki sayılı örneklerden birisi. kapadokya seyahati yapacak herkesin programında olması gereken bir yer. tarihi mö 3000'lere kadar gidiyor. eski çağlarda yaşayan hristiyanların da saklandığı ve uzun dönemler kullanılan bir mekan burası. müze kart burada geçerli oluyor. klostrofobisi olanların veya engelli bireylerin gitmesi uygun olmayacaktır. yakındaki kiliseyi de görmeyi unutmayın.	2021-10	5	4
509	Mükemmel Mimari, Gizemli yapı	Kesinlikle görülmesi gereken bir yeraltı şehri. Tek motivasyonu yaşamak olan insanların en az 2 ay süre ile yaşamak üzere inşa ettiği bu harika mimariyi şaşkınlıkla gözlemledik. Çok gizemli ve o anları yaşayabileceğiniz yapısı ile sadece yerin 5 kat altına kadar ziyaret mimkün. Kolstrofobisi olanlar 2 kattan yukarı çıkmalı, 3.katta inişi kesinlikle yapmamalı. 3 kat inişi ile çok daralan tüneller var. Diğer yer altı şehirlerine göre gezilmesi çok daha rahat.  Tarihi yaşanmışlıkları ve yaşam için harika çözümleri çok daha iyi anlayabilmeniz için, Rehber eşliğinde gezemiyorsanız önceden şehrin özeliklerini okuyarak gezmenizi tavsiye ederim.	2021-10	5	4
510	Kaymaklı Yeraltı Şehri	Çok merak ettiğimiz yeraltı şehirlerinden ilk Kaymaklı 'ya gittik. Oklara dikkat etmediğimiz için biraz kaybolduk ancak o bile eğlenceli bir deneyim oldu. Şehrin içinde daha fazla bilgilendirici yazı olsaydı sanki daha iyi olurdu ancak yine de güzeldi	2021-09	5	4
511	Herkes için uygun değil	Bayramda çocuk yer altı şehri görsün diye gidelim istedik.Derinkuyu için kuyruk olunca burayı tercih ettik.Kişi kısıtlaması olmadan içeriye almaları ya da görevli olmaması problem oldu.Daraldığı noktada ilerlerken önümüzdekiler çıkmak istedi.Geri geri çıkarken fenalık geldi.Yönlendirme olsa bunu yaşamazdık diye düşündüm.Kalp problemi olan için uyarıcı levha koymuşlar ama bence belli bir yaş üstü için riskli.Kayınpederim bu kadar dar olacağını düşünmeyip girdi.Maskelerde olunca nefes nefese kaldı.Eşim de 1.90, bazı yerlerde iki büklüm oldu	2021-07	2	4
512	Kaymaklı yeraltışehri.	Kaymaklı yeraltı şehri için verilen bilgiler çok çelişiyor.Bir kaynakta 50 bin kişi alır diyor diğer kaynak 3-5 bin kişi.Biri 6 diğeri 8 katlı.6 bin yıllık oyma başlangıcı,buda imkansız.Hititler MÖ4.000-MÖ 800 arası Anadolu'ya kesin hakim.Korku yok.Kapadokya'da at yetiştirmesini öğrenmişler.Niye gidip kaya oysunlar.Üstelik hiçbir yazılı tarihi kalıntı yok.Kesinlikle ilk hıristiyanlar oymaya başladı,sonraları özellikle Arap istilacılardan gizlenmek için.Her şeyi mükemmel,Dünya mirası.Ancak sıkıntılı.İlk girişte daha kaybolduk.Birçok küçük oda birbirine açılıyor.Bazıları çıkmaz sokak.Geçişler zor.Havasızlık var.Işık çok.Nereden geldiniz diye sorduklarım cevap veremedi.Herkes anında kaybolmuş.Zoraki çıktık.Tövbe ettik.Çocuklar-yaşlılar-hastalar-daralanlar-nefes zorluğu çekenler asla girmesin.Çok zorunlu iseni rehbersiz asla girmeyin.Rehber daha derinlikleri gösterebilir.Siz,girip çıkarsınız.	2021-07	1	4
513	Görülmesi gereken bir yeraltı şehri	Öncelikle oldukça küçük ve dar derinkuyuya göre ama görülmeye de değer bir yeraltı şehri. Klostrofobiniz varsa tavsiye etmem fakat böyle şeylere takılmayan birisiyseniz mutlaka görmeniz gereken yerlerden bir tanesi.	2020-08	4	4
514	karınca gibi yaşamak	küçük çocuklar ile gidilip gezilebilecek tarihi dokusu korunmaya çalışılan yer.Eski yaşantının nasıl organize olduğunu ve karınca misali yaşantıyı göreceğiniz yer.Daha ayrıntılı açıklamalı yönlendirmeler olsa, bilgilendirmeler yetersiz.	2021-06	4	4
515	Uğramadan Dönülmemesi Gereken Yer :)	Vaktiniz daha kısaysa, Derinkuyu yerine kesinlikle burayı tercih etmelisiniz, bir şey kaybetmezsiniz :) Eski tarihlerde insanların bu kadar organize ve planlı şekilde tasarladıkları yaşam biçimini görmek cidden etkileyici. Kesinlikle uğranması gereken bir yer.	2021-02	5	4
516	Kaymaklı Yeraltı Şehri	Vakit dar oldugu için daha önce gezen bir arkadaşımdan aldığım tavsiye üzerine,Deinkuyu'yu değil Kaymaklı Yeraltı Sehri'ni tercih ettik. Girerken uyarıları okumayı unutmayın. Alerjik astımım var ve uyarıları okumadan kendimi kaptırıp 3-4 kat alta kadar indim. Pandemiden dolayı maskeylede olunca baya bir nefes nefese kalma durumum oldu.Ama yeraltı şehrine gelince gerçekten etkilenmemek mümkün değil.O dönemlerde bu kadar planlı ve inanilmaz şeyler yapmışlar. O zamanlara dönmek istiyorsunuz ve kendinizi kaptırıp her yeri,her katı görmek istiyorsunuz.Okları takip ettiğinizde giriş ve dönüş yönlerini kolayca kestirebilirsiniz. Kapadokya'ya gelip kesinlikle görmeden gidilmemesi gereken yerlerin başında gelir derim.	2020-10	4	4
517	Yasamak lazim	Bölgenin gozunuzde canlanmasi icin gormeniz gereken baslica yerlerden bir tanesi. Sanati ve tarihi hatta muhendisligin yillar onceki halini burada gorebilirsiniz. Tavsiye ederim mutlaka gormelisiniz	2020-12	5	4
518	Harika	Çok güzel çok beğendik, burası da kesinlikle görülmesi gereken güzelliklerden. Annem tansiyon hastası olmasına rağmen girdi ve turu tamamladı hiç de zorlanmadı, çok panik bi insan değilseniz, tansiyon hastası olmanız girmenize engel değil	2020-10	5	4
519	❤️👍	İl girişte falan biraz havasızlık hissettim çoğu yerini gezemedim ama çok önemli yerlerini falan gezdim içindeki hastaneler olsun kiliseler olsun şarap üretim yerleri olsun mutfak bölümleri olsun kesinlikle çok etkileyici bir yer tavsiye edeceğin bir yerdir çok çok güzel Kapadokya merkezinden aşağı yukarı yarım saat uzaklığında olan bir yer kesinlikle görmeye değer bir yer çok güzel	2020-08	5	4
520	Görülmeye değer ama beklentilerin altında...	Yolu Kapadokya'ya düşen herkesin yeraltı şehirlerini gezmesi mutlaka önerilir, çok da yerinde bir öneri aslında. Birçok yeraltı şehri mevcut ama en çok tercih edilenler Kaymaklı ve Derinkuyu yeraltı şehirleri. Biz tercihimizi Kaymalı'dan yana kullandık ancak beklentilerimizi çok da karşılamadı açıkçası. Alt katlara inilememesi, kapalı alanların fazlalığı, haliyle çabuk gezilmesi bizi üzdü.	2020-01	3	4
521	Muhteşem	Kesinlikle gidip görülmesi gereken bir yer.İnsanın aklı almıyor burayı nasıl yaptıklarına.Mimari çok çok iyi.Tüneller ,hava bacaları çok enteresan.	2020-01	5	4
522	Çok enteresan...	Yeraltı şehrini ilk gezdiğimde çocuktum. Her yere girip çıkmak çok kolaydı ancak bu sefer bazı yerlerine inemedik. Ama insanın aklı almıyor böylesi bir yerleşim bölgesinin varlığına...Gerçekten çok enteresan, her yerini göremeseniz bile mutlaka deneyimlemek için gidin...	2020-01	5	4
523	Derinkuyu mu burasi mi derseniz	Derinkuyudan daha genis ve kucuk,biraz daraliyorsaniz bence burayi secin derim daha cabuk biitiyo icerisi ayrica nevsehir merkeze daha yakin derinkuyudan bi 15 dk yakin merkeze tercih sizin	2019-12	5	4
524	Çok Güzeldi	Derinkuyu kadar geniş bir yeraltı şehri olmasa da yine kendine has ayrı inceliklerinin olduğu çok güzel bir yeraltı şehriydi. Kesinlikle görülmesi gereken yerlerden birisiydi...	2019-11	5	4
